customer_id,age,gender,region,membership,signup_year
C19960,64,F,경기,Bronze,2015
C19961,63,F,부산,Silver,2023
C19962,31,M,경기,Bronze,2023
C19963,59,M,서울,Silver,2018
C19964,51,F,대구,Gold,2020
C19965,48,F,서울,Bronze,2018
C19966,23,M,경기,Gold,2018
C19967,66,F,광주,Bronze,2018
C19968,22,F,경기,Bronze,2016
C19969,48,F,서울,Bronze,2015
C19970,54,F,서울,Bronze,2017
C19971,32,M,서울,Bronze,2021
C19972,32,M,서울,Bronze,2020
C19973,69,M,서울,Silver,2021
C19974,60,F,대구,Silver,2020
C19975,22,F,부산,Bronze,2019
C19976,45,M,서울,Bronze,2016
C19977,50,F,경기,Silver,2023
C19978,28,M,서울,Gold,2017
C19979,60,F,경기,Bronze,2020
C19980,23,F,부산,Gold,2016
C19981,40,F,광주,Bronze,2022
C19982,57,M,광주,Bronze,2023
C19983,19,M,경기,Silver,2019
C19984,32,F,경기,Bronze,2016
C19985,40,F,경기,Bronze,2022
C19986,39,M,경기,Gold,2020
C19987,26,M,서울,Bronze,2023
C19988,64,M,부산,Bronze,2018
C19989,57,F,부산,Bronze,2015
C19990,47,M,경기,Bronze,2019
C19991,33,F,경기,Silver,2015
C19992,63,M,대전,Silver,2020
C19993,64,F,부산,Bronze,2016
C19994,69,M,대구,Silver,2023
C19995,47,M,대전,Bronze,2023
C19996,62,M,대구,Silver,2017
C19997,26,M,대전,Bronze,2023
C19998,18,M,대구,Bronze,2017
C19999,55,M,서울,Bronze,2018
C20000,25,M,서울,Bronze,2020
C20001,69,F,서울,Bronze,2018
C20002,35,F,경기,Bronze,2016
C20003,44,F,경기,Bronze,2020
C20004,35,M,대구,Bronze,2021
C20005,49,F,경기,Gold,2017
C20006,66,F,대구,Silver,2019
C20007,49,F,광주,Silver,2018
C20008,70,M,서울,Gold,2022
C20009,65,M,서울,Bronze,2016
C20010,62,M,광주,VIP,2023
C20011,53,M,서울,Bronze,2017
C20012,53,M,서울,Bronze,2019
C20013,38,F,서울,VIP,2023
C20014,63,F,서울,Bronze,2020
C20015,49,M,대구,Bronze,2015
C20016,48,F,부산,Bronze,2018
C20017,54,F,서울,Bronze,2018
C20018,33,F,부산,Silver,2015
C20019,63,F,서울,Gold,2018
C20020,63,M,서울,Gold,2023
C20021,31,M,부산,Bronze,2015
C20022,41,F,부산,VIP,2023
C20023,42,M,경기,Silver,2016
C20024,63,F,대구,Silver,2020
C20025,68,M,광주,Silver,2021
C20026,52,F,광주,Bronze,2018
C20027,34,M,부산,Bronze,2015
C20028,63,F,서울,Bronze,2022
C20029,59,M,대구,Gold,2021
C20030,62,F,서울,Bronze,2015
C20031,21,F,서울,Gold,2023
C20032,28,F,광주,Bronze,2020
C20033,64,F,광주,Bronze,2019
C20034,32,F,서울,Silver,2015
C20035,47,M,경기,Gold,2023
C20036,41,M,부산,Gold,2022
C20037,19,F,대전,Bronze,2015
C20038,60,F,부산,Bronze,2017
C20039,51,M,광주,Bronze,2021
C20040,40,F,대전,Silver,2017
C20041,48,M,경기,Bronze,2018
C20042,54,F,대구,Bronze,2018
C20043,30,M,부산,Gold,2015
C20044,50,F,부산,Silver,2022
C20045,24,F,경기,Gold,2021
C20046,49,F,부산,Bronze,2017
C20047,24,F,부산,Silver,2023
C20048,59,F,부산,Bronze,2016
C20049,55,F,경기,Silver,2018
C20050,69,M,서울,Bronze,2015
C20051,61,F,부산,Bronze,2021
C20052,30,M,경기,Bronze,2023
C20053,41,F,서울,Gold,2022
C20054,45,M,광주,Silver,2018
C20055,49,F,서울,Gold,2015
C20056,60,M,경기,Bronze,2022
C20057,35,M,대구,Silver,2021
C20058,51,F,부산,Bronze,2015
C20059,65,F,서울,Bronze,2015
C20060,51,F,서울,Bronze,2018
C20061,68,F,서울,Bronze,2023
C20062,55,M,서울,Bronze,2016
C20063,18,F,서울,VIP,2016
C20064,60,F,경기,Bronze,2020
C20065,67,M,서울,Silver,2020
C20066,59,F,대전,Silver,2017
C20067,48,F,부산,Bronze,2022
C20068,67,M,부산,Bronze,2021
C20069,18,F,부산,Bronze,2017
C20070,68,F,경기,Bronze,2019
C20071,33,M,경기,Bronze,2021
C20072,56,F,광주,Bronze,2020
C20073,32,F,대구,Bronze,2018
C20074,50,F,부산,Gold,2023
C20075,40,M,대전,Silver,2016
C20076,70,F,부산,Bronze,2021
C20077,58,M,경기,Silver,2023
C20078,51,M,서울,Bronze,2017
C20079,34,F,경기,VIP,2018
C20080,42,M,대전,Gold,2020
C20081,59,F,서울,Silver,2020
C20082,23,F,서울,Bronze,2023
C20083,48,F,대구,Bronze,2021
C20084,22,M,경기,Silver,2022
C20085,57,F,서울,Silver,2020
C20086,57,M,대구,Bronze,2016
C20087,47,M,부산,Bronze,2020
C20088,22,M,경기,Bronze,2020
C20089,29,F,서울,Gold,2023
C20090,24,M,부산,Silver,2021
C20091,62,M,광주,Bronze,2019
C20092,30,M,대구,Bronze,2015
C20093,66,M,부산,Bronze,2020
C20094,21,M,경기,Bronze,2022
C20095,67,M,광주,Silver,2019
C20096,59,F,부산,Bronze,2015
C20097,20,M,광주,Bronze,2020
C20098,29,F,서울,Bronze,2021
C20099,18,F,부산,Bronze,2020
C20100,44,F,대전,Silver,2020
C20101,60,M,경기,Silver,2021
C20102,67,F,대전,VIP,2022
C20103,30,F,경기,Gold,2018
C20104,34,M,경기,Silver,2021
C20105,25,M,대구,Silver,2017
C20106,49,F,서울,Bronze,2017
C20107,37,F,대구,VIP,2023
C20108,68,F,서울,Gold,2016
C20109,34,M,부산,Bronze,2021
C20110,51,M,대구,Bronze,2022
C20111,52,M,서울,Bronze,2018
C20112,52,F,서울,Bronze,2016
C20113,55,M,대전,Bronze,2022
C20114,59,M,대구,Bronze,2022
C20115,41,M,광주,Silver,2019
C20116,35,F,경기,Gold,2022
C20117,67,M,대구,Silver,2019
C20118,63,F,대전,Bronze,2018
C20119,65,F,경기,Silver,2021
C20120,56,M,광주,Bronze,2023
C20121,50,M,서울,Bronze,2015
C20122,66,M,경기,Silver,2022
C20123,40,F,경기,VIP,2023
C20124,42,F,경기,Bronze,2021
C20125,54,F,서울,Bronze,2019
C20126,44,F,경기,Bronze,2020
C20127,18,M,서울,Bronze,2015
C20128,38,M,경기,Bronze,2023
C20129,66,F,경기,Bronze,2016
C20130,27,F,경기,Gold,2023
C20131,48,F,대전,Silver,2018
C20132,61,F,서울,Silver,2017
C20133,42,M,광주,Bronze,2016
C20134,37,M,경기,Silver,2023
C20135,19,M,서울,VIP,2019
C20136,65,M,서울,Bronze,2021
C20137,32,F,광주,Silver,2018
C20138,45,F,광주,Bronze,2023
C20139,30,M,서울,Bronze,2023
C20140,67,M,서울,VIP,2015
C20141,69,M,부산,Bronze,2017
C20142,31,M,경기,Bronze,2018
C20143,67,M,광주,Bronze,2022
C20144,19,M,대구,Silver,2022
C20145,51,F,광주,Bronze,2021
C20146,52,F,서울,Bronze,2019
C20147,54,M,서울,Bronze,2017
C20148,42,M,대전,Bronze,2021
C20149,65,F,경기,Bronze,2023
C20150,32,F,경기,Bronze,2019
C20151,29,M,부산,Silver,2020
C20152,26,F,경기,Silver,2015
C20153,48,F,광주,Bronze,2022
C20154,31,F,대전,Silver,2021
C20155,46,F,경기,Silver,2019
C20156,70,F,서울,Bronze,2016
C20157,65,F,서울,Silver,2023
C20158,60,F,서울,Bronze,2021
C20159,55,F,서울,Silver,2023
C20160,59,F,서울,Silver,2015
C20161,25,F,서울,Silver,2016
C20162,65,M,경기,Bronze,2017
C20163,20,M,대구,Bronze,2018
C20164,19,F,대전,Bronze,2020
C20165,33,M,서울,Bronze,2018
C20166,36,M,부산,Bronze,2023
C20167,47,F,부산,Silver,2018
C20168,58,M,경기,Bronze,2017
C20169,33,F,대구,Silver,2016
C20170,48,M,서울,Bronze,2015
C20171,45,M,경기,Bronze,2020
C20172,21,M,경기,Bronze,2023
C20173,27,F,서울,Bronze,2016
C20174,68,M,경기,Silver,2015
C20175,62,F,서울,VIP,2023
C20176,35,M,경기,Silver,2015
C20177,64,M,서울,Silver,2023
C20178,49,F,서울,VIP,2017
C20179,47,M,경기,Bronze,2017
C20180,53,F,부산,Gold,2019
C20181,26,F,서울,Silver,2020
C20182,53,F,대전,Bronze,2017
C20183,46,F,서울,Bronze,2020
C20184,33,M,서울,Silver,2023
C20185,45,F,서울,Bronze,2020
C20186,38,F,부산,Bronze,2021
C20187,64,F,부산,Gold,2018
C20188,19,M,광주,Bronze,2023
C20189,63,M,서울,Gold,2018
C20190,52,F,경기,Gold,2016
C20191,45,M,광주,Bronze,2019
C20192,53,M,대구,Gold,2023
C20193,48,F,서울,Silver,2016
C20194,50,F,광주,Gold,2021
C20195,40,M,부산,Gold,2020
C20196,58,M,서울,Bronze,2020
C20197,34,M,서울,Silver,2017
C20198,63,M,경기,Bronze,2017
C20199,66,F,대구,Silver,2022
C20200,18,M,서울,Silver,2016
C20201,59,M,서울,VIP,2018
C20202,40,M,서울,Silver,2017
C20203,65,F,광주,Bronze,2023
C20204,44,M,서울,VIP,2020
C20205,42,F,부산,Silver,2022
C20206,49,F,대구,Bronze,2016
C20207,36,F,대구,Bronze,2022
C20208,41,M,부산,Silver,2020
C20209,20,M,부산,Gold,2015
C20210,29,F,경기,Bronze,2017
C20211,52,M,경기,Bronze,2017
C20212,32,F,서울,Bronze,2017
C20213,34,F,경기,Bronze,2019
C20214,67,M,서울,Gold,2021
C20215,49,F,경기,Silver,2015
C20216,24,F,대구,Gold,2018
C20217,36,M,경기,Silver,2015
C20218,24,F,경기,VIP,2015
C20219,22,M,광주,Silver,2021
C20220,57,M,부산,Silver,2019
C20221,38,F,서울,Gold,2017
C20222,65,F,경기,Bronze,2021
C20223,65,M,경기,Bronze,2022
C20224,68,F,서울,Bronze,2022
C20225,64,M,부산,Silver,2017
C20226,24,F,경기,Gold,2018
C20227,54,M,대구,Bronze,2021
C20228,40,F,부산,Bronze,2017
C20229,28,M,서울,Gold,2017
C20230,27,F,경기,Silver,2023
C20231,38,F,서울,Gold,2018
C20232,58,M,서울,Gold,2020
C20233,50,M,대구,Bronze,2023
C20234,37,F,경기,Silver,2018
C20235,50,F,부산,Gold,2019
C20236,57,F,광주,Bronze,2021
C20237,52,F,경기,Gold,2020
C20238,51,M,서울,Silver,2020
C20239,53,F,대구,Bronze,2016
C20240,44,F,경기,Bronze,2021
C20241,36,M,부산,Bronze,2021
C20242,60,F,광주,Silver,2022
C20243,22,M,경기,Gold,2015
C20244,46,F,경기,VIP,2015
C20245,27,M,대구,Bronze,2020
C20246,57,M,서울,Silver,2017
C20247,30,F,광주,Gold,2016
C20248,46,M,광주,Bronze,2016
C20249,22,F,부산,Bronze,2022
C20250,29,M,서울,Silver,2019
C20251,30,M,경기,Silver,2016
C20252,39,M,경기,Bronze,2016
C20253,57,F,서울,Silver,2018
C20254,32,F,서울,Gold,2022
C20255,30,M,서울,Silver,2018
C20256,18,F,부산,Silver,2021
C20257,55,M,부산,Silver,2018
C20258,60,M,대전,Bronze,2016
C20259,62,F,서울,Silver,2015
C20260,70,M,서울,Gold,2016
C20261,69,F,서울,Bronze,2023
C20262,18,M,대전,Silver,2016
C20263,28,F,경기,VIP,2021
C20264,60,M,대전,Silver,2020
C20265,57,M,광주,Bronze,2016
C20266,39,M,서울,Gold,2019
C20267,52,M,서울,Bronze,2023
C20268,68,M,경기,Silver,2023
C20269,61,F,서울,Gold,2019
C20270,23,F,경기,Silver,2023
C20271,45,M,경기,VIP,2021
C20272,48,M,대구,Bronze,2017
C20273,25,F,서울,Silver,2015
C20274,22,F,서울,Bronze,2019
C20275,59,M,부산,Silver,2016
C20276,65,M,서울,Bronze,2023
C20277,61,M,경기,Bronze,2015
C20278,34,M,서울,Silver,2018
C20279,55,M,서울,VIP,2023
C20280,26,M,대구,Bronze,2019
C20281,27,F,대구,Gold,2020
C20282,37,M,서울,Gold,2015
C20283,31,M,경기,Silver,2015
C20284,31,F,서울,Bronze,2023
C20285,43,F,서울,Bronze,2015
C20286,46,F,부산,Bronze,2023
C20287,66,M,경기,Silver,2016
C20288,44,F,서울,Silver,2023
C20289,42,M,서울,Bronze,2018
C20290,33,F,부산,Bronze,2017
C20291,53,F,서울,Bronze,2023
C20292,51,F,광주,Gold,2020
C20293,33,M,서울,Silver,2023
C20294,50,F,서울,Silver,2023
C20295,20,F,광주,Gold,2016
C20296,40,F,부산,Bronze,2020
C20297,28,M,서울,Bronze,2015
C20298,65,M,경기,Gold,2017
C20299,35,M,경기,VIP,2015
C20300,64,M,대구,Gold,2023
C20301,58,M,서울,Gold,2017
C20302,61,F,광주,Bronze,2019
C20303,46,F,경기,Silver,2022
C20304,67,M,대구,Bronze,2020
C20305,22,F,대구,Silver,2018
C20306,41,F,서울,Bronze,2023
C20307,46,M,광주,Bronze,2021
C20308,46,M,서울,Silver,2016
C20309,43,M,서울,Bronze,2023
C20310,57,F,경기,Silver,2021
C20311,20,M,대전,Bronze,2016
C20312,19,M,경기,Gold,2019
C20313,42,M,대전,Silver,2023
C20314,36,F,경기,Bronze,2021
C20315,57,F,광주,Bronze,2022
C20316,19,F,경기,Bronze,2020
C20317,36,M,서울,Silver,2020
C20318,18,F,광주,Silver,2018
C20319,44,M,서울,Gold,2019
C20320,62,M,부산,Bronze,2019
C20321,69,F,광주,Bronze,2019
C20322,66,M,광주,Bronze,2017
C20323,52,F,부산,Bronze,2023
C20324,58,M,서울,Gold,2018
C20325,22,M,경기,Bronze,2017
C20326,55,F,부산,Bronze,2018
C20327,21,M,광주,Bronze,2019
C20328,34,F,서울,Silver,2022
C20329,70,F,경기,Bronze,2019
C20330,38,M,경기,Silver,2020
C20331,70,M,경기,Bronze,2022
C20332,65,M,서울,Bronze,2022
C20333,48,M,서울,VIP,2017
C20334,65,M,대구,Bronze,2022
C20335,39,M,경기,Bronze,2023
C20336,28,M,경기,Silver,2022
C20337,51,M,광주,Bronze,2023
C20338,66,M,서울,Gold,2021
C20339,32,M,경기,Silver,2019
C20340,67,M,경기,Bronze,2016
C20341,27,F,부산,Bronze,2018
C20342,55,M,부산,Bronze,2021
C20343,49,M,경기,Silver,2020
C20344,70,M,부산,Silver,2021
C20345,65,F,경기,Silver,2019
C20346,48,M,대구,Gold,2021
C20347,54,F,경기,Bronze,2018
C20348,61,F,광주,Bronze,2022
C20349,45,M,서울,Silver,2021
C20350,48,M,서울,VIP,2022
C20351,23,M,부산,VIP,2016
C20352,31,F,경기,Bronze,2020
C20353,40,F,경기,Bronze,2020
C20354,33,F,부산,Gold,2016
C20355,42,M,서울,Bronze,2022
C20356,56,M,서울,Bronze,2019
C20357,19,F,경기,Bronze,2015
C20358,55,F,광주,Bronze,2020
C20359,58,F,경기,Bronze,2021
C20360,56,F,부산,Silver,2017
C20361,51,M,서울,Silver,2020
C20362,68,M,경기,Silver,2023
C20363,57,F,경기,Silver,2015
C20364,60,M,서울,Bronze,2022
C20365,42,F,서울,Bronze,2023
C20366,53,F,경기,Silver,2022
C20367,33,M,서울,Silver,2020
C20368,35,M,서울,Silver,2020
C20369,30,M,대구,Gold,2018
C20370,54,F,부산,Bronze,2017
C20371,44,F,경기,Silver,2019
C20372,51,M,부산,Bronze,2019
C20373,28,M,광주,Silver,2023
C20374,18,M,광주,Bronze,2021
C20375,30,F,부산,Bronze,2019
C20376,47,F,서울,Bronze,2022
C20377,22,M,서울,Gold,2019
C20378,35,M,서울,Silver,2018
C20379,31,F,부산,Bronze,2019
C20380,30,M,서울,Bronze,2021
C20381,49,F,경기,Bronze,2018
C20382,24,M,광주,Silver,2019
C20383,25,F,광주,Gold,2017
C20384,67,F,광주,Bronze,2019
C20385,24,M,서울,Bronze,2018
C20386,69,M,광주,Silver,2021
C20387,66,F,부산,Gold,2020
C20388,33,M,부산,Bronze,2017
C20389,60,M,서울,Silver,2015
C20390,48,M,대전,Gold,2017
C20391,68,F,서울,Bronze,2017
C20392,44,F,서울,Bronze,2015
C20393,50,F,서울,Bronze,2018
C20394,70,M,부산,Bronze,2020
C20395,46,F,부산,Bronze,2018
C20396,25,M,대전,Silver,2021
C20397,50,M,경기,Gold,2015
C20398,58,F,경기,Bronze,2020
C20399,36,F,부산,Bronze,2023
C20400,38,F,서울,Silver,2016
C20401,58,M,경기,Gold,2018
C20402,38,M,서울,Bronze,2017
C20403,42,F,부산,Bronze,2020
C20404,59,M,대구,Gold,2017
C20405,40,F,서울,Bronze,2016
C20406,28,F,경기,Bronze,2022
C20407,50,F,서울,Silver,2015
C20408,37,M,부산,Bronze,2022
C20409,42,F,부산,Silver,2020
C20410,43,F,광주,Silver,2016
C20411,57,F,대전,Silver,2016
C20412,69,F,대전,Bronze,2015
C20413,29,M,서울,Bronze,2016
C20414,49,M,부산,VIP,2018
C20415,50,M,대구,Gold,2023
C20416,27,M,부산,Bronze,2022
C20417,21,M,광주,Bronze,2023
C20418,32,M,경기,Bronze,2015
C20419,68,M,경기,Gold,2020
C20420,23,F,서울,Silver,2022
C20421,44,F,서울,Silver,2018
C20422,22,M,부산,Silver,2020
C20423,22,F,경기,Gold,2016
C20424,35,M,부산,VIP,2023
C20425,45,M,서울,Silver,2019
C20426,52,F,광주,Silver,2018
C20427,39,F,광주,Bronze,2020
C20428,51,F,부산,Gold,2023
C20429,21,F,서울,Bronze,2016
C20430,35,M,서울,Silver,2017
C20431,58,F,부산,Silver,2021
C20432,68,M,대전,Bronze,2023
C20433,43,M,부산,Bronze,2016
C20434,59,F,광주,Bronze,2020
C20435,39,F,부산,Bronze,2019
C20436,64,F,부산,Silver,2017
C20437,50,M,부산,Bronze,2018
C20438,60,M,부산,Bronze,2021
C20439,31,F,대구,Silver,2016
C20440,48,F,경기,Bronze,2018
C20441,27,M,광주,Bronze,2016
C20442,68,F,광주,Gold,2019
C20443,41,F,대구,Bronze,2023
C20444,38,F,대구,Bronze,2019
C20445,65,F,경기,Gold,2017
C20446,25,F,광주,Bronze,2022
C20447,49,F,대전,Bronze,2021
C20448,48,F,대구,Silver,2022
C20449,51,M,서울,Bronze,2023
C20450,40,F,대구,Silver,2020
C20451,42,F,경기,Bronze,2017
C20452,24,M,부산,Bronze,2015
C20453,36,M,대전,Silver,2022
C20454,24,F,경기,Bronze,2016
C20455,64,M,경기,Bronze,2018
C20456,25,F,서울,Bronze,2016
C20457,31,M,서울,Gold,2015
C20458,18,M,서울,Silver,2021
C20459,30,M,경기,Bronze,2015
C20460,20,F,광주,Bronze,2015
C20461,70,M,대구,Silver,2018
C20462,45,F,서울,Silver,2019
C20463,55,F,부산,Gold,2023
C20464,68,M,광주,Silver,2017
C20465,32,M,경기,Bronze,2021
C20466,53,F,광주,Bronze,2023
C20467,70,F,광주,Gold,2021
C20468,20,F,경기,Bronze,2017
C20469,21,M,광주,Silver,2015
C20470,22,F,부산,Gold,2017
C20471,67,M,경기,Bronze,2020
C20472,43,F,대구,Bronze,2016
C20473,42,M,대구,Bronze,2021
C20474,27,F,부산,Silver,2019
C20475,25,F,대구,Bronze,2016
C20476,29,M,대전,Bronze,2015
C20477,20,M,광주,Bronze,2019
C20478,44,M,서울,Gold,2019
C20479,67,M,광주,Silver,2022
C20480,40,M,대구,Bronze,2020
C20481,57,F,대전,Gold,2018
C20482,50,M,대구,Bronze,2020
C20483,31,M,광주,Bronze,2018
C20484,40,M,서울,Silver,2021
C20485,48,M,대전,Bronze,2020
C20486,30,M,서울,Bronze,2022
C20487,29,F,광주,Gold,2018
C20488,52,M,대전,Silver,2022
C20489,35,F,서울,Silver,2016
C20490,38,M,광주,Gold,2023
C20491,62,M,광주,Gold,2022
C20492,64,F,대전,Bronze,2015
C20493,59,M,서울,Bronze,2019
C20494,18,M,대구,Bronze,2016
C20495,55,F,경기,Bronze,2016
C20496,58,F,서울,Bronze,2020
C20497,59,M,대구,Silver,2017
C20498,64,F,경기,Bronze,2017
C20499,26,M,광주,Bronze,2018
C20500,40,M,대구,Bronze,2018
C20501,31,M,서울,Silver,2018
C20502,28,F,서울,Gold,2017
C20503,24,F,서울,VIP,2022
C20504,48,M,경기,Bronze,2020
C20505,41,M,부산,Gold,2017
C20506,43,F,광주,Silver,2016
C20507,47,M,부산,Gold,2022
C20508,51,F,대구,Silver,2020
C20509,63,F,경기,Silver,2022
C20510,55,F,경기,Bronze,2019
C20511,22,F,경기,Bronze,2020
C20512,22,F,대구,Gold,2017
C20513,36,M,경기,Silver,2016
C20514,68,F,경기,Bronze,2018
C20515,55,F,서울,Bronze,2017
C20516,45,F,서울,Bronze,2016
C20517,43,M,대전,Bronze,2020
C20518,59,F,경기,VIP,2016
C20519,40,F,대구,Silver,2017
C20520,63,F,서울,Gold,2017
C20521,66,M,서울,Bronze,2021
C20522,47,M,부산,Silver,2018
C20523,20,M,경기,VIP,2022
C20524,45,F,광주,Silver,2020
C20525,50,F,광주,Bronze,2017
C20526,59,M,대구,Silver,2016
C20527,20,M,대구,Gold,2016
C20528,22,F,광주,Bronze,2017
C20529,36,M,대구,Bronze,2015
C20530,59,M,경기,Bronze,2021
C20531,65,M,서울,Bronze,2019
C20532,18,F,대구,Bronze,2017
C20533,55,M,경기,Silver,2017
C20534,26,M,서울,Bronze,2022
C20535,22,M,서울,Gold,2017
C20536,63,F,부산,Bronze,2015
C20537,59,F,서울,Gold,2020
C20538,51,M,경기,Bronze,2017
C20539,54,M,대구,Bronze,2021
C20540,50,M,대구,Silver,2021
C20541,42,M,경기,Silver,2020
C20542,59,M,광주,Silver,2016
C20543,46,F,서울,Bronze,2019
C20544,42,M,대전,Bronze,2017
C20545,26,M,경기,Bronze,2018
C20546,20,F,경기,Gold,2017
C20547,32,F,대전,Gold,2016
C20548,21,M,서울,VIP,2021
C20549,62,F,경기,Bronze,2016
C20550,55,F,경기,Silver,2019
C20551,37,M,경기,Bronze,2023
C20552,66,M,광주,Gold,2016
C20553,40,F,광주,Silver,2020
C20554,54,M,부산,Gold,2021
C20555,64,M,대전,Silver,2017
C20556,25,F,광주,Bronze,2017
C20557,54,M,부산,Bronze,2019
C20558,62,F,서울,VIP,2022
C20559,50,F,경기,Bronze,2020
C20560,50,F,서울,Bronze,2016
C20561,24,F,경기,Gold,2016
C20562,39,F,부산,Bronze,2020
C20563,22,M,서울,Silver,2019
C20564,63,F,서울,Bronze,2021
C20565,32,M,경기,Bronze,2016
C20566,38,M,서울,Silver,2018
C20567,42,F,부산,Gold,2023
C20568,34,M,광주,Gold,2021
C20569,67,F,서울,Silver,2016
C20570,24,F,경기,Bronze,2021
C20571,67,M,광주,Bronze,2023
C20572,36,F,대구,Silver,2022
C20573,69,M,서울,VIP,2019
C20574,24,M,경기,Bronze,2015
C20575,57,M,대구,Bronze,2018
C20576,62,F,부산,Gold,2019
C20577,67,M,서울,Bronze,2015
C20578,41,F,서울,VIP,2017
C20579,28,M,부산,Bronze,2019
C20580,58,M,부산,Silver,2016
C20581,18,F,서울,Gold,2017
C20582,49,M,대전,Gold,2023
C20583,57,M,서울,Bronze,2019
C20584,70,M,경기,VIP,2015
C20585,61,F,서울,Silver,2017
C20586,19,F,광주,Bronze,2022
C20587,32,M,대전,Silver,2020
C20588,38,M,서울,Gold,2023
C20589,41,F,서울,Bronze,2020
C20590,67,F,대구,Bronze,2023
C20591,34,F,경기,Bronze,2021
C20592,64,M,서울,Bronze,2022
C20593,69,M,대전,Silver,2016
C20594,69,F,부산,Bronze,2022
C20595,26,F,경기,Bronze,2016
C20596,52,M,경기,Bronze,2015
C20597,37,M,경기,Silver,2016
C20598,36,F,경기,Bronze,2021
C20599,35,F,경기,Silver,2016
C20600,37,M,부산,Silver,2023
C20601,47,F,경기,Silver,2022
C20602,57,M,서울,Bronze,2017
C20603,18,M,부산,Gold,2020
C20604,41,M,대구,VIP,2016
C20605,41,F,광주,Gold,2016
C20606,64,M,서울,Bronze,2016
C20607,36,F,경기,Bronze,2020
C20608,47,F,대전,Bronze,2016
C20609,43,M,서울,Bronze,2016
C20610,59,F,대구,Gold,2015
C20611,61,M,서울,Bronze,2019
C20612,55,F,광주,Bronze,2018
C20613,46,M,부산,Bronze,2021
C20614,30,M,대구,Silver,2015
C20615,21,M,대전,Bronze,2015
C20616,62,M,대전,Bronze,2015
C20617,34,M,경기,Bronze,2016
C20618,50,F,경기,Silver,2020
C20619,22,F,경기,Bronze,2015
C20620,45,M,서울,Silver,2017
C20621,41,F,경기,Gold,2019
C20622,34,F,대전,Gold,2021
C20623,67,M,경기,Silver,2017
C20624,56,M,대전,Gold,2021
C20625,65,M,서울,Bronze,2022
C20626,57,M,서울,Silver,2019
C20627,61,M,부산,Bronze,2020
C20628,63,F,대구,VIP,2015
C20629,68,F,서울,Bronze,2017
C20630,28,F,경기,Bronze,2016
C20631,29,M,광주,Silver,2023
C20632,30,F,대구,Bronze,2017
C20633,25,M,서울,Bronze,2017
C20634,18,M,경기,Silver,2019
C20635,26,M,경기,Bronze,2019
C20636,45,M,대구,Silver,2017
C20637,19,F,대전,Silver,2020
C20638,31,M,서울,Silver,2020
C20639,30,F,부산,Silver,2016
C20640,65,M,대전,Gold,2015
C20641,19,F,서울,Bronze,2018
C20642,21,F,부산,VIP,2021
C20643,29,M,경기,Bronze,2018
C20644,65,F,대전,VIP,2021
C20645,27,F,서울,Bronze,2019
C20646,20,M,경기,Silver,2020
C20647,21,F,서울,Bronze,2021
C20648,23,F,서울,Bronze,2018
C20649,40,F,대전,Bronze,2023
C20650,22,M,부산,Gold,2022
C20651,67,M,대구,Bronze,2022
C20652,20,F,부산,Bronze,2019
C20653,27,F,서울,Gold,2018
C20654,60,F,서울,VIP,2021
C20655,36,F,부산,Silver,2018
C20656,31,M,대구,Silver,2018
C20657,38,F,부산,Bronze,2023
C20658,60,F,부산,Gold,2015
C20659,45,F,대구,Bronze,2015
C20660,38,M,서울,Silver,2021
C20661,53,F,대구,VIP,2016
C20662,41,F,경기,Bronze,2023
C20663,55,M,부산,Bronze,2019
C20664,34,F,서울,Bronze,2015
C20665,39,F,서울,Bronze,2020
C20666,36,F,서울,Bronze,2018
C20667,62,M,대구,Silver,2023
C20668,27,M,서울,Bronze,2022
C20669,28,F,경기,Bronze,2022
C20670,55,F,대구,Bronze,2017
C20671,19,M,경기,Silver,2016
C20672,50,M,서울,VIP,2020
C20673,60,F,서울,Bronze,2016
C20674,48,F,경기,Silver,2021
C20675,65,F,부산,Bronze,2020
C20676,52,M,경기,Bronze,2023
C20677,54,M,광주,Bronze,2023
C20678,64,M,서울,Bronze,2017
C20679,64,M,경기,Silver,2022
C20680,53,M,대구,Silver,2022
C20681,40,F,광주,VIP,2019
C20682,53,F,경기,VIP,2022
C20683,57,F,부산,Bronze,2021
C20684,56,M,부산,Bronze,2018
C20685,43,F,서울,Bronze,2016
C20686,42,M,부산,Gold,2016
C20687,34,M,서울,Silver,2019
C20688,32,F,대구,Silver,2018
C20689,54,F,광주,Silver,2022
C20690,62,F,경기,Bronze,2016
C20691,21,F,서울,Bronze,2021
C20692,39,F,대구,Bronze,2021
C20693,34,M,경기,Gold,2021
C20694,39,M,서울,Bronze,2021
C20695,34,M,경기,Bronze,2022
C20696,31,F,서울,Gold,2018
C20697,31,F,대구,Gold,2021
C20698,34,F,경기,Silver,2017
C20699,25,F,부산,VIP,2023
C20700,51,M,경기,Bronze,2018
C20701,43,F,대구,Silver,2017
C20702,62,F,대구,Bronze,2021
C20703,47,F,경기,Bronze,2023
C20704,39,F,서울,Bronze,2019
C20705,33,F,경기,Gold,2020
C20706,47,M,서울,Bronze,2016
C20707,33,F,대전,Bronze,2016
C20708,55,F,대전,Silver,2023
C20709,41,F,경기,Silver,2017
C20710,53,M,서울,Silver,2021
C20711,52,F,경기,Gold,2019
C20712,23,M,광주,Bronze,2020
C20713,21,M,서울,Bronze,2020
C20714,35,F,부산,Bronze,2018
