cell_id,assembly_datetime,cell_type,factory,line,shift,capacity_mAh,internal_resistance_mOhm,production_temp_C,efficiency_pct,cycle_count,electrolyte_vol_mL,electrode_thickness_um,defect
CELL-032358,2024-01-30 01:29:28,NCM,Factory_A,L2,Afternoon,3930.0,10.73,23.84,98.949,288,8.792,96.78,Normal
CELL-032359,2024-04-29 06:48:26,NCM,Factory_B,L3,Afternoon,3986.7,8.536,28.56,97.597,118,7.529,92.1,Normal
CELL-032360,2024-08-09 10:35:03,NCM,Factory_A,L2,Night,3883.3,10.77,22.67,98.862,116,8.772,85.73,Normal
CELL-032361,2023-07-29 22:52:58,NCM,Factory_C,L2,Afternoon,3521.3,26.206,20.36,91.9,49,7.604,94.02,Defective
CELL-032362,2023-09-23 09:15:30,LFP,Factory_C,L1,Night,3863.4,9.174,23.71,96.112,45,8.695,92.4,Normal
CELL-032363,2024-06-07 10:06:24,NCA,Factory_A,L3,Afternoon,3409.1,22.775,30.41,91.842,11,7.875,96.39,Defective
CELL-032364,2024-11-10 06:03:42,LFP,Factory_A,L1,Afternoon,3713.6,10.001,22.0,96.734,10,9.082,93.98,Normal
CELL-032365,2023-08-23 08:48:14,NCA,Factory_A,L2,Night,3449.6,21.505,27.74,91.71,124,8.077,90.34,Defective
CELL-032366,2023-06-07 07:43:00,NCM,Factory_B,L1,Morning,3847.3,8.48,21.74,96.596,198,9.47,95.81,Normal
CELL-032367,2023-01-23 02:40:45,LFP,Factory_B,L3,Night,3901.7,10.244,30.63,97.239,19,9.326,97.61,Normal
CELL-032368,2023-02-04 14:22:22,NCA,Factory_C,L1,Afternoon,3886.8,9.828,21.45,96.557,83,8.705,100.26,Normal
CELL-032369,2023-09-04 13:54:11,NCM,Factory_B,L3,Afternoon,3972.0,8.392,23.37,97.669,124,7.842,89.54,Normal
CELL-032370,2024-04-23 01:48:22,NCA,Factory_A,L4,Morning,3931.6,9.988,29.14,97.685,94,7.917,91.72,Normal
CELL-032371,2023-12-09 00:37:46,NCM,Factory_B,L3,Night,3282.9,25.183,21.62,93.666,326,7.994,94.84,Defective
CELL-032372,2023-07-06 20:29:43,NCM,Factory_C,L2,Night,3942.4,8.378,21.77,96.861,81,8.7,93.74,Normal
CELL-032373,2024-08-10 17:20:40,NCM,Factory_B,L3,Night,3935.6,10.78,28.57,97.488,7,8.928,88.54,Normal
CELL-032374,2023-02-09 09:30:16,LFP,Factory_A,L1,Afternoon,3942.0,9.972,21.39,97.282,118,8.08,91.87,Normal
CELL-032375,2024-12-16 14:45:27,NCM,Factory_A,L2,Morning,3854.8,10.959,22.61,98.262,174,8.675,91.06,Normal
CELL-032376,2024-02-16 22:13:16,NCM,Factory_B,L4,Morning,3910.3,10.718,31.97,97.181,49,9.446,101.41,Normal
CELL-032377,2024-09-24 23:50:15,LFP,Factory_B,L2,Afternoon,3944.0,10.334,28.38,96.25,109,7.713,92.21,Normal
CELL-032378,2024-05-06 08:27:45,LFP,Factory_A,L1,Afternoon,3728.7,10.844,21.8,96.392,76,8.679,92.57,Normal
CELL-032379,2024-07-20 03:48:15,NCA,Factory_A,L4,Morning,3843.3,12.435,23.14,98.154,90,8.45,96.02,Normal
CELL-032380,2023-05-13 12:09:03,NCA,Factory_C,L3,Morning,3902.8,9.749,30.34,97.598,162,7.854,101.24,Normal
CELL-032381,2023-01-27 17:05:03,NCM,Factory_C,L3,Afternoon,3940.9,11.035,25.48,96.388,56,8.536,100.11,Normal
CELL-032382,2023-04-14 23:09:53,NCA,Factory_A,L4,Morning,3488.4,26.813,29.91,92.325,48,7.963,95.39,Defective
CELL-032383,2023-02-12 12:31:30,NCM,Factory_B,L2,Morning,3752.4,12.424,23.93,96.468,250,8.761,100.21,Normal
CELL-032384,2024-10-22 13:31:30,LFP,Factory_C,L3,Night,3850.4,8.737,31.4,97.152,255,9.096,98.28,Normal
CELL-032385,2024-06-02 02:16:22,LFP,Factory_B,L2,Afternoon,3873.7,10.186,18.59,97.611,85,8.375,94.59,Normal
CELL-032386,2023-01-23 09:27:26,LFP,Factory_B,L3,Night,4018.7,9.789,29.99,96.623,91,9.24,88.19,Normal
CELL-032387,2024-07-13 17:36:56,NCM,Factory_C,L1,Afternoon,3854.2,8.686,20.19,96.969,60,7.852,99.32,Normal
CELL-032388,2023-03-23 09:42:23,LFP,Factory_A,L4,Night,3340.0,21.85,30.68,93.094,101,8.989,92.9,Defective
CELL-032389,2024-03-04 15:53:22,NCM,Factory_B,L2,Night,3872.1,8.872,29.77,96.79,73,8.88,105.51,Normal
CELL-032390,2023-08-12 05:39:08,LFP,Factory_A,L1,Night,3882.3,8.816,21.96,98.423,89,7.738,97.14,Normal
CELL-032391,2024-07-14 10:11:38,NCA,Factory_A,L1,Morning,3872.7,11.154,24.28,98.194,70,6.924,93.37,Normal
CELL-032392,2024-01-31 07:29:50,NCM,Factory_C,L4,Morning,3647.3,10.438,20.16,97.624,179,7.304,100.44,Normal
CELL-032393,2024-07-28 11:26:32,NCM,Factory_B,L4,Afternoon,3967.4,8.756,21.1,96.594,13,8.406,90.63,Normal
CELL-032394,2023-03-12 05:07:02,LFP,Factory_A,L4,Afternoon,3439.7,12.472,29.22,91.2,53,8.421,96.97,Defective
CELL-032395,2023-10-13 00:33:19,LFP,Factory_C,L2,Afternoon,3866.4,10.752,21.29,97.503,6,7.976,95.09,Normal
CELL-032396,2024-10-26 04:30:38,NCM,Factory_B,L1,Afternoon,3710.5,11.382,26.83,97.69,34,8.356,95.75,Normal
CELL-032397,2023-03-08 02:38:14,NCM,Factory_B,L1,Afternoon,3980.9,7.692,21.29,97.806,83,8.739,88.13,Normal
CELL-032398,2023-05-29 03:57:11,LFP,Factory_B,L1,Night,3799.1,9.953,23.02,97.257,168,7.593,102.15,Normal
CELL-032399,2024-03-05 08:49:07,NCA,Factory_C,L4,Morning,3687.5,36.541,22.46,91.984,72,8.958,93.4,Defective
CELL-032400,2023-11-04 03:24:55,LFP,Factory_B,L3,Morning,4067.7,9.917,28.53,97.385,285,7.789,95.01,Normal
CELL-032401,2023-10-31 16:27:10,NCM,Factory_A,L1,Afternoon,3854.4,9.74,29.57,96.307,61,9.307,97.74,Normal
CELL-032402,2023-12-26 14:35:00,NCM,Factory_C,L2,Afternoon,3722.7,12.999,22.82,97.024,132,9.413,93.36,Normal
CELL-032403,2024-05-07 09:41:09,LFP,Factory_C,L3,Morning,3787.2,10.338,31.85,96.877,269,8.421,96.7,Normal
CELL-032404,2023-01-25 18:18:53,LFP,Factory_A,L4,Afternoon,3511.0,11.335,30.5,97.632,59,9.373,93.8,Normal
CELL-032405,2023-07-10 22:45:12,NCM,Factory_A,L1,Afternoon,4058.9,8.967,30.77,97.124,1,8.542,92.28,Normal
CELL-032406,2023-01-21 13:18:49,LFP,Factory_C,L1,Afternoon,3335.6,42.246,29.53,94.888,25,7.572,92.61,Defective
CELL-032407,2024-06-23 16:03:52,NCM,Factory_A,L3,Afternoon,3503.9,9.581,27.65,89.41,54,8.563,89.77,Defective
CELL-032408,2024-12-27 19:11:18,NCM,Factory_A,L3,Afternoon,3897.6,7.957,30.25,98.528,17,7.887,95.98,Normal
CELL-032409,2023-12-01 17:58:11,NCM,Factory_B,L4,Morning,3962.2,12.652,21.43,98.713,78,8.277,94.81,Normal
CELL-032410,2024-07-17 05:04:52,NCA,Factory_A,L1,Morning,3958.8,8.521,22.02,97.237,64,9.061,90.46,Normal
CELL-032411,2023-10-18 10:45:05,NCM,Factory_C,L3,Afternoon,3643.9,20.152,29.65,95.259,15,9.252,98.2,Defective
CELL-032412,2023-05-31 01:02:17,NCA,Factory_B,L4,Morning,3458.2,21.696,27.29,93.989,220,8.598,97.56,Defective
CELL-032413,2024-11-21 01:29:10,LFP,Factory_C,L4,Morning,4009.5,11.275,22.3,98.433,12,7.705,96.45,Normal
CELL-032414,2023-10-09 17:57:07,LFP,Factory_C,L1,Morning,3826.4,9.857,21.95,97.081,59,8.772,106.68,Normal
CELL-032415,2024-08-15 22:11:08,LFP,Factory_A,L3,Afternoon,3907.4,9.183,30.47,98.84,45,8.739,89.72,Normal
CELL-032416,2024-12-25 23:14:13,NCM,Factory_A,L4,Afternoon,3746.0,13.087,30.12,98.347,50,7.617,94.15,Normal
CELL-032417,2023-06-21 08:23:10,NCA,Factory_A,L2,Night,3870.1,8.544,19.72,96.148,158,8.823,95.77,Normal
CELL-032418,2023-07-03 10:35:48,LFP,Factory_A,L1,Morning,3820.3,9.846,24.04,96.801,13,8.715,98.65,Normal
CELL-032419,2024-02-27 06:06:21,LFP,Factory_C,L3,Night,3819.7,11.033,31.14,96.599,357,9.066,90.2,Normal
CELL-032420,2023-06-02 11:01:40,NCM,Factory_C,L1,Afternoon,3756.1,7.172,19.92,97.403,168,8.945,98.31,Normal
CELL-032421,2024-10-03 00:28:01,NCM,Factory_A,L3,Afternoon,3822.1,9.77,20.11,97.21,58,8.685,95.92,Normal
CELL-032422,2024-07-15 21:59:17,LFP,Factory_B,L2,Afternoon,3834.8,14.984,23.03,97.197,27,7.72,100.61,Normal
CELL-032423,2024-07-24 09:01:15,NCA,Factory_B,L3,Morning,4014.3,8.811,25.14,97.425,21,8.751,93.58,Normal
CELL-032424,2024-12-15 18:36:00,NCM,Factory_C,L1,Morning,3797.8,10.48,20.6,98.451,15,7.852,97.66,Normal
CELL-032425,2024-07-06 03:30:32,NCM,Factory_C,L4,Night,4036.5,9.922,29.8,98.779,75,8.741,95.89,Normal
CELL-032426,2024-02-22 09:42:19,NCM,Factory_A,L1,Night,3834.0,8.84,27.01,96.51,274,9.264,98.75,Normal
CELL-032427,2024-03-14 13:30:51,LFP,Factory_A,L1,Morning,3829.0,8.709,31.12,97.659,267,9.554,94.68,Normal
CELL-032428,2024-12-11 16:08:12,LFP,Factory_B,L4,Afternoon,3867.6,9.461,18.73,97.729,275,8.6,94.85,Normal
CELL-032429,2023-08-10 06:14:30,NCA,Factory_C,L3,Night,3505.0,12.894,32.63,91.283,23,7.919,86.23,Defective
CELL-032430,2023-07-10 03:47:08,NCA,Factory_A,L1,Night,3741.6,10.399,20.68,99.106,201,7.198,98.56,Normal
CELL-032431,2023-03-18 15:22:13,NCA,Factory_B,L4,Morning,3578.2,22.736,28.28,92.822,216,7.111,91.33,Defective
CELL-032432,2024-08-28 06:05:22,LFP,Factory_A,L1,Night,3837.4,11.691,22.39,97.519,220,8.064,96.99,Normal
CELL-032433,2024-04-09 17:37:34,LFP,Factory_A,L1,Afternoon,3789.6,9.802,29.91,97.999,71,8.002,95.81,Normal
CELL-032434,2023-04-15 16:42:23,LFP,Factory_B,L2,Morning,3820.4,8.055,30.99,96.75,54,7.901,88.33,Normal
CELL-032435,2023-07-31 01:09:32,NCA,Factory_A,L2,Afternoon,3846.5,9.867,26.96,97.225,66,8.778,96.31,Normal
CELL-032436,2024-07-26 00:39:00,NCM,Factory_C,L3,Afternoon,3670.6,9.269,22.36,97.847,46,7.938,90.67,Normal
CELL-032437,2024-11-29 04:15:43,LFP,Factory_A,L3,Morning,3865.0,10.736,20.39,97.866,192,8.369,100.08,Normal
CELL-032438,2024-03-14 13:22:54,NCM,Factory_C,L3,Morning,3962.5,12.97,30.01,97.972,32,8.755,92.73,Normal
CELL-032439,2024-11-08 05:55:43,LFP,Factory_A,L1,Morning,3913.5,9.21,29.66,97.473,4,8.142,92.9,Normal
CELL-032440,2024-07-22 05:35:49,NCM,Factory_B,L2,Morning,3801.7,11.603,30.04,96.108,241,7.736,97.03,Normal
CELL-032441,2023-07-20 12:36:39,NCM,Factory_A,L2,Night,3756.0,12.394,30.58,98.672,30,8.077,92.52,Normal
CELL-032442,2024-05-18 06:57:25,NCA,Factory_A,L2,Afternoon,3901.5,9.683,21.74,97.29,258,7.594,92.21,Normal
CELL-032443,2023-07-26 20:30:44,NCM,Factory_C,L2,Afternoon,3603.6,51.513,33.29,92.507,78,7.886,91.93,Defective
CELL-032444,2023-05-31 07:33:36,NCA,Factory_B,L4,Afternoon,3914.2,7.627,28.09,97.228,258,8.228,92.61,Normal
CELL-032445,2023-10-13 23:11:08,LFP,Factory_B,L1,Afternoon,3845.4,11.924,33.17,96.388,512,8.376,101.87,Normal
CELL-032446,2024-08-27 23:23:22,NCM,Factory_A,L1,Night,3861.2,11.011,19.98,96.94,46,8.81,97.33,Normal
CELL-032447,2023-04-13 03:53:29,NCM,Factory_B,L3,Night,3890.6,7.496,27.59,97.968,118,8.482,91.84,Normal
CELL-032448,2023-02-17 02:45:16,NCA,Factory_A,L2,Night,3855.0,6.831,31.92,98.357,240,8.583,89.75,Normal
CELL-032449,2023-07-23 00:07:38,LFP,Factory_C,L2,Afternoon,3328.2,64.49,21.25,91.822,86,8.632,92.22,Defective
CELL-032450,2023-08-30 01:03:58,LFP,Factory_B,L1,Morning,3807.6,8.557,27.83,98.447,5,8.134,93.19,Normal
CELL-032451,2024-09-24 04:34:59,NCM,Factory_C,L1,Morning,3225.9,50.401,29.07,95.166,248,8.336,92.77,Defective
CELL-032452,2023-05-01 04:07:51,NCM,Factory_A,L3,Night,3906.1,9.031,29.85,97.181,32,7.925,86.29,Normal
CELL-032453,2024-03-27 11:49:03,NCM,Factory_A,L1,Afternoon,3870.1,8.907,23.6,98.382,39,8.07,87.85,Normal
CELL-032454,2023-05-12 06:13:19,NCM,Factory_B,L1,Morning,3491.2,25.173,33.4,92.413,53,8.023,95.67,Defective
CELL-032455,2023-10-23 21:18:43,LFP,Factory_A,L1,Afternoon,3846.1,6.484,26.99,97.367,12,9.578,93.45,Normal
CELL-032456,2024-02-01 12:35:51,LFP,Factory_B,L4,Morning,3376.5,24.814,22.25,96.024,155,8.395,99.78,Defective
CELL-032457,2023-11-26 04:55:49,NCM,Factory_A,L1,Afternoon,3904.0,9.619,22.3,97.95,159,8.341,96.57,Normal
CELL-032458,2024-07-17 16:34:28,NCM,Factory_A,L1,Afternoon,3775.6,12.068,29.65,97.913,23,9.468,89.63,Normal
CELL-032459,2023-05-09 19:12:06,LFP,Factory_B,L4,Morning,3780.4,10.403,19.64,97.423,162,8.971,95.09,Normal
CELL-032460,2023-02-01 18:50:40,LFP,Factory_A,L1,Afternoon,3855.8,9.704,23.98,96.763,359,8.737,92.45,Normal
CELL-032461,2024-12-04 07:37:45,NCM,Factory_B,L3,Morning,3860.8,8.993,21.09,98.281,45,8.773,89.03,Normal
CELL-032462,2023-10-16 15:55:20,NCM,Factory_A,L3,Morning,3760.5,11.063,31.52,97.388,3,8.759,101.56,Normal
CELL-032463,2024-05-13 13:45:35,LFP,Factory_A,L1,Morning,3719.6,9.333,22.09,95.871,159,8.455,95.5,Normal
CELL-032464,2023-02-02 11:17:37,LFP,Factory_B,L1,Afternoon,3862.6,10.941,23.04,97.143,35,9.081,91.99,Normal
CELL-032465,2023-06-22 09:30:03,LFP,Factory_A,L3,Night,3436.8,21.622,20.83,93.139,74,8.276,100.37,Defective
CELL-032466,2024-08-18 03:18:58,LFP,Factory_C,L3,Night,3895.8,15.75,19.85,98.196,6,8.589,91.5,Normal
CELL-032467,2023-07-29 06:42:33,LFP,Factory_A,L2,Afternoon,3820.3,10.067,29.45,99.321,32,7.759,98.04,Normal
CELL-032468,2024-05-19 21:37:17,NCM,Factory_C,L3,Morning,3927.1,9.338,21.74,96.946,6,9.327,93.77,Normal
CELL-032469,2024-11-22 07:26:32,NCM,Factory_B,L3,Night,3876.5,9.691,32.25,98.216,1,9.293,98.06,Normal
CELL-032470,2024-10-04 19:32:36,LFP,Factory_A,L1,Night,3808.7,9.395,23.05,97.299,107,9.24,92.2,Normal
CELL-032471,2024-05-18 22:06:25,NCA,Factory_A,L1,Night,4075.4,9.257,22.74,97.015,104,8.673,90.86,Normal
CELL-032472,2024-04-05 02:08:39,NCM,Factory_A,L2,Morning,3812.1,7.942,22.49,97.192,154,8.567,94.93,Normal
CELL-032473,2024-07-02 03:18:10,LFP,Factory_C,L3,Afternoon,3864.7,11.051,21.76,97.805,222,9.258,106.13,Normal
CELL-032474,2023-02-03 15:51:03,NCM,Factory_B,L3,Afternoon,3711.4,12.213,29.68,96.091,191,8.81,91.7,Normal
CELL-032475,2023-02-24 13:26:23,LFP,Factory_A,L1,Morning,3925.0,12.647,30.41,96.606,116,10.457,94.86,Normal
CELL-032476,2024-01-20 05:56:15,NCA,Factory_B,L2,Morning,3925.6,9.93,20.49,96.63,31,7.869,96.17,Normal
CELL-032477,2024-05-10 15:07:58,NCA,Factory_C,L4,Afternoon,3961.4,10.288,34.0,97.78,4,7.935,94.25,Normal
CELL-032478,2024-05-21 07:34:26,NCA,Factory_A,L3,Afternoon,3938.2,9.274,22.73,97.634,159,7.41,88.05,Normal
CELL-032479,2023-10-26 20:00:27,LFP,Factory_B,L2,Night,3980.3,10.499,30.98,96.958,41,7.037,98.1,Normal
CELL-032480,2024-04-14 10:23:29,NCM,Factory_B,L1,Morning,3719.7,8.846,30.06,98.329,5,8.554,94.59,Normal
CELL-032481,2023-08-31 16:24:19,NCA,Factory_A,L2,Night,3828.9,10.461,32.9,96.343,236,8.137,95.94,Normal
CELL-032482,2024-06-16 16:42:01,NCA,Factory_C,L2,Morning,3876.5,10.517,30.65,98.863,30,7.999,98.06,Normal
CELL-032483,2024-04-19 00:30:09,NCM,Factory_C,L3,Night,3881.6,10.437,32.14,97.396,21,8.308,96.8,Normal
CELL-032484,2024-03-19 14:56:26,NCM,Factory_C,L2,Afternoon,3876.6,11.915,20.29,97.975,26,8.41,92.23,Normal
CELL-032485,2024-12-16 00:57:46,NCA,Factory_A,L2,Morning,3749.1,8.513,29.34,97.243,136,7.482,89.37,Normal
CELL-032486,2023-01-28 15:50:01,LFP,Factory_B,L1,Morning,3962.1,9.998,21.16,98.006,89,8.911,93.99,Normal
CELL-032487,2023-10-11 11:48:49,NCM,Factory_B,L3,Afternoon,3912.5,9.449,20.41,97.549,241,7.452,93.38,Normal
CELL-032488,2024-02-13 14:35:12,NCM,Factory_B,L3,Morning,3852.2,9.856,28.45,98.243,49,8.412,96.51,Normal
CELL-032489,2023-08-31 06:40:25,NCM,Factory_C,L1,Afternoon,3843.5,9.242,23.38,97.381,2,8.501,108.17,Normal
CELL-032490,2023-08-20 19:08:58,NCM,Factory_B,L2,Morning,3741.9,10.018,19.79,97.978,192,9.167,99.09,Normal
CELL-032491,2023-11-24 03:04:43,NCM,Factory_B,L3,Afternoon,3696.7,9.492,18.71,96.393,409,8.43,91.81,Normal
CELL-032492,2024-06-27 01:18:43,LFP,Factory_C,L1,Afternoon,3791.3,10.631,30.03,98.525,253,8.35,93.74,Normal
CELL-032493,2023-12-26 03:59:40,NCA,Factory_A,L1,Afternoon,3730.5,11.585,32.45,97.904,200,7.973,99.23,Normal
CELL-032494,2024-07-09 03:57:54,NCM,Factory_B,L4,Night,3846.2,7.426,23.71,97.565,800,9.207,98.02,Normal
CELL-032495,2023-06-26 05:45:53,NCM,Factory_A,L1,Afternoon,3872.5,10.162,29.24,99.094,54,8.627,95.14,Normal
CELL-032496,2023-11-13 18:22:50,NCM,Factory_A,L3,Morning,3767.1,11.204,23.44,98.329,164,8.53,89.47,Normal
CELL-032497,2023-09-05 11:57:21,LFP,Factory_B,L3,Night,3698.6,18.253,25.94,87.628,208,7.385,98.11,Defective
CELL-032498,2023-01-06 10:50:14,NCM,Factory_C,L3,Afternoon,3823.3,13.237,21.72,96.415,9,7.876,94.28,Normal
CELL-032499,2024-10-05 04:17:06,NCM,Factory_A,L1,Night,3742.8,10.001,19.71,97.801,312,8.5,102.29,Normal
CELL-032500,2024-02-10 18:04:23,LFP,Factory_A,L4,Afternoon,3222.8,54.908,24.01,93.286,69,9.28,99.18,Defective
CELL-032501,2023-12-31 05:51:59,NCM,Factory_A,L3,Night,3984.3,13.426,30.69,97.772,58,7.973,98.3,Normal
CELL-032502,2024-05-11 17:35:28,NCM,Factory_B,L4,Night,3934.0,10.701,21.95,97.515,27,7.987,90.27,Normal
CELL-032503,2024-09-07 20:04:11,NCM,Factory_C,L3,Morning,3977.7,12.105,28.68,97.041,7,9.181,93.29,Normal
CELL-032504,2024-01-03 16:54:22,NCM,Factory_A,L1,Afternoon,3930.3,11.796,33.84,96.042,39,7.729,99.74,Normal
CELL-032505,2023-06-10 06:03:58,LFP,Factory_A,L3,Morning,3736.3,9.449,21.0,99.108,66,8.208,101.09,Normal
CELL-032506,2024-03-14 02:10:52,NCA,Factory_B,L1,Morning,3524.2,20.994,29.66,93.329,20,7.797,89.97,Defective
CELL-032507,2024-02-19 12:42:22,NCA,Factory_A,L1,Afternoon,3871.4,10.505,20.61,97.306,448,9.186,88.52,Normal
CELL-032508,2024-10-23 14:00:18,LFP,Factory_B,L3,Night,3762.4,7.413,30.66,98.54,204,8.707,92.48,Normal
CELL-032509,2024-07-22 08:59:27,NCM,Factory_A,L2,Morning,3789.5,8.621,23.75,97.848,74,8.204,99.43,Normal
CELL-032510,2024-06-06 12:01:04,NCM,Factory_A,L1,Morning,3235.9,35.006,20.52,95.578,31,8.4,93.24,Defective
CELL-032511,2024-11-10 10:16:55,NCM,Factory_A,L1,Morning,3792.5,10.72,25.86,97.377,119,8.855,95.28,Normal
CELL-032512,2023-12-08 09:36:51,NCM,Factory_A,L1,Morning,3809.4,9.541,21.44,96.18,184,7.962,94.67,Normal
CELL-032513,2024-05-01 21:05:19,NCM,Factory_A,L3,Afternoon,3868.9,8.649,21.39,96.714,200,8.537,95.55,Normal
CELL-032514,2023-12-08 11:39:42,NCA,Factory_A,L4,Morning,3827.5,9.07,31.66,97.333,127,8.143,96.1,Normal
CELL-032515,2024-12-26 20:38:28,NCM,Factory_C,L2,Afternoon,3672.9,13.692,19.35,97.586,158,9.013,98.94,Normal
CELL-032516,2023-08-06 20:11:47,NCM,Factory_B,L3,Afternoon,3936.4,9.666,28.36,97.265,236,9.437,96.67,Normal
CELL-032517,2023-05-06 06:18:42,LFP,Factory_C,L1,Morning,3755.0,10.934,24.57,96.78,60,7.834,92.41,Normal
CELL-032518,2024-10-09 05:20:28,NCM,Factory_C,L1,Afternoon,3890.9,10.862,20.34,97.389,96,8.266,96.11,Normal
CELL-032519,2023-11-02 17:26:39,NCM,Factory_B,L2,Afternoon,3901.2,9.238,28.87,97.464,160,7.724,96.92,Normal
CELL-032520,2023-01-17 01:16:07,LFP,Factory_C,L3,Afternoon,3946.3,10.632,28.96,97.704,32,8.13,95.87,Normal
CELL-032521,2023-10-07 10:39:51,NCM,Factory_A,L3,Afternoon,3674.1,10.071,22.76,97.555,13,9.32,98.52,Normal
CELL-032522,2023-06-03 22:42:05,NCA,Factory_B,L3,Morning,3884.4,7.753,22.38,97.34,150,8.986,96.66,Normal
CELL-032523,2024-07-02 12:10:14,NCM,Factory_C,L3,Afternoon,3915.6,9.16,28.64,96.054,45,8.442,95.9,Normal
CELL-032524,2023-07-21 07:00:47,LFP,Factory_C,L4,Night,3889.5,9.622,22.66,98.653,22,8.652,91.4,Normal
CELL-032525,2024-08-19 14:22:55,LFP,Factory_C,L4,Afternoon,4004.3,10.989,25.72,98.258,156,8.111,95.68,Normal
CELL-032526,2024-06-16 00:05:27,LFP,Factory_A,L2,Morning,3414.7,29.394,29.81,96.023,174,8.815,97.11,Defective
CELL-032527,2023-05-18 10:08:14,LFP,Factory_C,L2,Night,3790.6,8.91,19.83,98.939,395,8.935,94.82,Normal
CELL-032528,2023-06-20 21:47:45,NCA,Factory_B,L3,Morning,3899.0,7.904,22.4,96.914,176,8.5,100.17,Normal
CELL-032529,2023-07-13 03:35:14,NCM,Factory_C,L2,Morning,3833.5,10.258,31.09,96.018,46,7.583,91.08,Normal
CELL-032530,2024-12-27 13:00:49,NCM,Factory_A,L2,Night,3740.6,11.426,22.09,97.962,96,9.091,90.47,Normal
CELL-032531,2024-06-04 05:46:13,NCM,Factory_B,L2,Morning,3788.3,9.665,30.6,96.82,193,8.299,93.52,Normal
CELL-032532,2023-12-14 13:45:01,NCA,Factory_A,L3,Afternoon,3939.5,8.059,21.28,99.231,57,8.647,101.03,Normal
CELL-032533,2023-06-06 11:38:03,NCM,Factory_B,L3,Afternoon,3833.0,8.723,23.6,96.789,178,8.471,97.25,Normal
CELL-032534,2024-02-18 02:28:08,NCA,Factory_C,L2,Afternoon,3564.5,17.834,31.66,94.446,68,7.509,95.43,Defective
CELL-032535,2023-09-16 05:41:40,LFP,Factory_C,L3,Night,3893.8,9.82,27.15,98.039,19,7.811,97.13,Normal
CELL-032536,2023-02-14 11:26:34,LFP,Factory_C,L4,Night,3563.7,21.576,20.8,91.645,199,8.499,97.9,Defective
CELL-032537,2023-07-28 11:46:40,LFP,Factory_C,L1,Morning,3853.1,9.332,21.69,98.485,54,8.835,94.01,Normal
CELL-032538,2023-12-01 01:09:41,NCM,Factory_C,L2,Morning,3888.0,8.766,31.48,97.962,160,8.57,97.04,Normal
CELL-032539,2024-10-24 05:17:16,NCM,Factory_C,L1,Morning,3835.7,8.806,23.08,97.808,88,9.534,98.14,Normal
CELL-032540,2024-11-12 01:34:58,NCM,Factory_A,L1,Night,3473.4,27.789,30.3,96.564,135,8.758,90.65,Defective
CELL-032541,2023-01-21 03:01:01,NCM,Factory_A,L1,Morning,3835.0,10.005,29.88,97.374,88,8.875,88.16,Normal
CELL-032542,2024-09-21 12:03:07,LFP,Factory_C,L4,Night,3895.2,9.266,21.79,98.265,367,9.214,95.72,Normal
CELL-032543,2024-09-24 15:22:04,NCA,Factory_A,L4,Morning,3825.3,10.924,29.06,96.116,88,9.306,92.65,Normal
CELL-032544,2023-03-06 12:59:12,NCM,Factory_A,L4,Afternoon,3692.0,10.676,22.62,97.734,134,8.991,99.94,Normal
CELL-032545,2024-12-23 18:53:12,LFP,Factory_A,L3,Afternoon,3729.3,8.663,22.81,98.966,299,9.997,90.45,Normal
CELL-032546,2024-05-09 19:18:41,NCA,Factory_A,L3,Afternoon,3718.4,11.664,31.29,96.405,66,8.177,94.18,Normal
CELL-032547,2024-08-19 09:46:05,LFP,Factory_B,L3,Morning,3842.1,13.055,23.37,97.421,42,8.174,97.61,Normal
CELL-032548,2024-06-07 15:58:10,NCM,Factory_B,L4,Morning,3823.4,9.891,30.84,96.304,53,8.127,95.9,Normal
CELL-032549,2023-03-21 09:23:41,NCM,Factory_A,L4,Night,3724.1,10.869,28.85,96.982,31,8.351,92.18,Normal
CELL-032550,2024-11-11 02:06:35,NCM,Factory_C,L1,Afternoon,3921.0,9.485,33.87,96.341,46,9.914,92.9,Normal
CELL-032551,2024-06-27 03:46:40,LFP,Factory_B,L1,Afternoon,3851.2,10.832,19.72,96.918,55,7.877,99.93,Normal
CELL-032552,2023-06-04 12:06:10,NCA,Factory_A,L1,Morning,3819.3,10.068,24.28,96.743,14,7.85,94.53,Normal
CELL-032553,2023-04-19 22:44:35,LFP,Factory_C,L1,Night,3851.9,8.019,20.48,98.152,236,8.404,91.73,Normal
CELL-032554,2023-02-02 12:44:42,LFP,Factory_A,L4,Morning,3534.3,20.053,27.75,92.906,425,7.856,99.6,Defective
CELL-032555,2023-04-04 00:17:22,NCA,Factory_C,L2,Night,3869.2,11.15,30.38,98.224,89,8.628,94.78,Normal
CELL-032556,2024-03-29 00:27:18,NCM,Factory_A,L1,Afternoon,3554.6,34.942,26.94,92.077,111,8.69,92.04,Defective
CELL-032557,2024-02-02 21:42:14,LFP,Factory_A,L1,Afternoon,3884.9,9.007,29.26,97.405,43,8.719,96.46,Normal
CELL-032558,2023-03-19 05:42:55,LFP,Factory_C,L4,Morning,3365.7,15.03,19.01,93.34,99,8.885,98.79,Defective
CELL-032559,2024-04-27 01:44:15,NCA,Factory_C,L3,Afternoon,3862.0,11.062,30.27,96.474,15,8.422,94.45,Normal
